country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Luxembourg,714,716,726,758,795,803,818,838,861,881,897,912,903,918,917,936,933,946,950,962,979,1110,1170,1180,1220,1250,1030,1120,1030,1030,1020,1090,1050,1040,994,1050,1070,1120,1150,1280,1240,1220,1170
Madagascar,15200,12500,13000,13500,13300,13900,13600,14600,15300,16400,16000,15600,16100,16000,15200,15300,15300,16100,15100,15600,17000,16300,18600,16400,16800,17100,16600,16600,19500,19100,17900,17400,15600,17100,16300,19200,16900,17800,18700,19200,19700,19900,20100
Malawi,3190,2330,2530,2590,2490,2830,2770,2920,3030,3540,3210,3060,3310,3340,3070,3230,3260,3850,3240,3480,4050,3720,4650,3580,3800,3870,3690,3620,3960,3780,3910,3890,3960,4060,3970,4120,4120,4170,4200,4260,4540,4580,4630
Malaysia,14300,11900,13700,16400,12500,12800,13100,15700,16600,17000,18200,16400,16600,25000,19100,17600,20400,23500,21300,19200,23600,23400,28000,26700,25900,28300,28000,29800,37600,29000,29300,28500,31500,31000,34800,36600,33500,33500,35300,37700,33600,33900,34300
Maldives,13.1,13.5,14,14.5,15,15.6,16,16.6,17.1,17.7,18.2,18.9,19.5,20.2,20.9,21.6,22.3,22.9,23.6,24.2,24.9,25.5,26.2,26.9,28,29,29.8,30.6,31.7,32.9,34.2,35.4,37.3,38.6,40.1,41.7,43.6,45.4,47.3,49.2,51.3,51.8,52.3
Mali,8280,8340,7570,7460,6490,7100,7220,7670,7350,8270,9260,9020,9870,8800,8040,7410,7650,7800,8190,8580,9440,8890,9410,9410,9740,10400,10600,10900,11500,11700,11700,12400,12000,12600,13500,13700,14200,16600,17400,17500,17700,17900,18000
Malta,97.6,102,101,104,104,108,116,121,123,126,126,128,132,139,146,151,158,164,170,176,183,190,196,201,205,209,217,225,225,229,230,233,235,237,243,244,247,249,234,234,235,187,141
Marshall Islands,2.44,2.5,2.56,2.62,2.69,2.75,2.81,2.87,2.94,3.01,3.09,3.19,3.32,3.46,3.61,3.79,3.98,4.17,4.38,4.62,4.84,5.06,5.27,5.43,5.59,5.73,5.94,6.04,6.07,6.1,6.13,6.2,6.28,6.39,6.52,6.66,6.81,7,7.23,7.45,7.71,7.78,7.86
Mauritania,3160,3080,2830,2770,2410,2470,2590,2700,2750,2820,2900,3080,3170,2890,2790,2950,3030,3120,3250,3390,3540,3660,3570,3650,3590,3610,3820,4070,4260,4580,4740,4940,5070,5190,5280,5370,5460,5590,5710,5860,5960,6020,6080
Mauritius,169,173,177,178,174,165,173,176,169,174,175,176,181,179,182,191,199,202,207,209,210,207,211,213,215,221,224,226,231,232,247,261,256,259,271,273,280,284,291,296,305,308,311
Mexico,61000,61500,61700,62000,66700,69900,72100,72800,78200,82000,87900,93000,102000,98200,97100,98600,97200,97300,96400,98500,98900,90500,87900,89900,90300,98800,101000,103000,117000,103000,103000,108000,112000,113000,110000,114000,113000,114000,116000,115000,116000,116000,117000
"Micronesia, Fed. Sts.",16.6,17.9,19.5,18.3,17.3,16.3,11,13.6,13.7,13.9,14.1,16.9,17,17.1,17.2,17.8,18.6,19.3,19.9,20.5,21.2,21.9,22.6,23.3,23.6,27.2,27.4,27.6,27.7,27.8,27.8,28,28.1,28.3,28.5,28.6,28.8,29,29.3,29.6,29.8,30.1,30.4
Moldova,2070,2150,2240,2300,2380,2440,2470,2470,2490,2500,2490,2500,2540,2600,2680,2730,2770,2820,3200,3650,4090,4170,4530,4260,4050,3860,3690,3510,3490,3350,3250,3160,3430,3560,3530,3540,3470,3430,3380,3360,3420,3440,3460
Mongolia,6730,6470,6700,7350,6610,7060,7140,7600,7810,7610,8250,7650,7760,9160,7760,7050,7420,8080,7670,7260,8300,8830,9420,8680,8200,8990,8390,8560,8610,8920,9220,7930,6470,6180,6020,6290,6500,6710,6870,7210,6130,6200,6260
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Morocco,8490,8640,8410,8430,8270,8350,8360,8310,8600,8540,8900,8660,7400,7740,7590,8010,8640,9220,8830,9170,9220,9070,9020,8340,8150,8300,8580,8870,9020,9320,9600,9660,9680,9990,10400,10600,10900,11100,11300,11300,11800,11900,12000
Mozambique,12800,7300,7790,8430,7440,8840,7840,9000,9430,12300,10300,9070,10100,9960,7750,7930,7700,10600,7540,8540,11800,9820,15300,8670,10300,10700,9340,9040,12300,11200,13000,12000,10800,11800,11800,13700,7860,8170,8520,9220,9770,9870,9970
Myanmar,75300,55600,63800,85500,56300,57100,56300,75400,86100,73300,85400,75900,74800,124000,75200,66200,75800,94100,74900,55300,84000,73200,105000,87200,78600,89900,69500,68900,70700,92600,66900,92200,68400,72700,90600,78200,75300,77500,76500,76900,79100,79800,80600
Namibia,4000,3540,3650,3750,3980,3070,2980,3470,3530,3940,3890,3210,3050,2950,2810,2830,2960,3080,2970,3150,3550,3520,3950,3180,3300,3310,3150,3240,3300,3980,4580,4300,4520,4750,5050,5250,4440,4910,4940,4940,5000,5050,5100
Nauru,1.1,1.14,1.19,1.22,1.26,1.29,1.3,1.31,1.34,1.37,1.41,1.45,1.49,1.52,1.54,1.59,1.64,1.7,1.77,1.83,1.91,1.99,2.06,2.12,2.18,2.23,2.29,2.34,2.4,2.46,2.52,2.59,2.65,2.7,2.76,2.81,2.86,2.93,2.99,3.07,3.15,3.18,3.21
Nepal,17400,17700,17300,18000,18200,18600,18700,18900,19100,19000,19600,19700,19200,19800,20100,20100,19700,20200,20300,20200,20300,19900,19000,20000,19800,20700,20900,20900,20900,21300,21200,21200,21400,21800,22000,22300,22500,22800,23100,23500,23500,23700,24000
Netherlands,20200,20800,22000,23300,25000,25800,26300,26500,26800,27400,28000,28000,27700,28500,29100,29500,30300,29700,28600,30200,30200,30800,30900,30500,29900,29400,29300,27900,26800,25400,24400,24000,23000,22000,22300,21400,20900,20500,20600,20200,20300,19600,19000
New Zealand,25100,24100,25100,24700,25000,25100,25400,25700,25800,25700,27200,27200,27300,27200,27600,27700,28400,27300,27600,26700,26700,26300,26000,26100,27000,27100,26900,27300,26700,26500,26600,26800,27400,27500,27700,27500,27800,27600,27600,27900,28100,28300,28700
Nicaragua,4010,3790,3820,3970,4290,4460,4500,4670,4670,4470,3990,4000,4250,3800,4130,4160,3860,3620,3870,4440,4810,4240,4520,5040,5090,4630,4620,4830,5900,5190,5560,5550,5640,5950,5780,6040,5980,6120,6200,6260,6360,6430,6490
Niger,5180,5290,5390,3810,3830,4100,4380,4680,4950,5070,5200,5290,5510,5680,4240,3800,4000,3980,4110,4290,4460,4620,4920,4970,5180,5310,5460,5620,5820,5970,6120,5950,5150,5260,5310,5980,6030,6240,6250,6480,6720,6790,6860
Nigeria,35200,41200,46800,52900,59200,50200,54900,51700,51400,65700,61800,52400,50400,50500,52700,53700,54000,52500,56500,61800,65200,68100,72100,73600,72000,76400,82800,81400,78400,77200,82700,84900,78200,83100,84900,84400,93000,102000,96100,85900,88000,88900,89800
North Korea,15000,14500,14900,15900,15500,15900,16400,17600,19800,20200,21000,21500,21700,23500,22800,23100,23200,23500,22600,21600,21600,20500,20500,19200,18300,17800,17300,17200,15800,16800,17300,17800,17500,17800,18300,19300,19400,18000,18700,18500,18600,18800,19000
North Macedonia,2030,1980,1910,1860,1860,1830,1760,1700,1670,1650,1620,1650,1630,1640,1650,1660,1650,1670,1660,1630,1660,1620,1470,1470,1460,1460,1490,1430,1400,1380,1490,1450,1430,1440,1480,1420,1410,1380,1380,1350,1370,1380,1400
Norway,6870,6800,7050,7090,7140,7280,7680,7940,8720,9450,10200,10300,10400,10800,11200,11500,11700,12400,12800,13800,14200,14500,14900,15000,15800,16300,17300,17400,16800,16700,17300,17600,18000,18500,18200,17300,17100,17700,17700,17400,17100,16900,16400
Oman,4570,4580,4570,4610,4740,14400,15800,15600,12900,11500,6790,7630,6490,7120,5600,4100,5000,4920,5600,5550,6170,6090,6400,6680,6360,6830,7160,7820,7700,8480,10300,12200,12900,14000,14000,14600,15300,15200,15600,15800,16500,16700,16900
Pakistan,56500,56500,57000,58200,60100,62200,63600,66200,68800,70200,69900,72300,73500,75000,76000,76200,83200,84900,87600,89100,90800,92700,93600,97400,98800,101000,106000,108000,111000,115000,117000,119000,123000,129000,134000,139000,142000,147000,151000,154000,155000,157000,158000
Palau,0.597,0.622,0.649,0.675,0.701,0.725,0.736,0.744,0.752,0.762,0.777,0.82,0.868,0.921,0.974,1.02,1.05,1.07,1.09,1.11,1.13,1.15,1.17,1.2,1.22,1.25,1.27,1.29,1.31,1.33,1.34,1.34,1.33,1.33,1.32,1.31,1.31,1.32,1.32,1.33,1.33,1.35,1.36
Panama,2320,2440,2510,2550,2610,2650,2690,2670,2660,2710,2650,2700,2750,2740,2720,2710,2700,2690,2730,2750,2770,2810,2850,2890,2930,2940,2930,2750,2940,2770,2790,3150,3160,3150,3210,3220,3280,3320,3370,3350,3310,3340,3380
Papua New Guinea,948,835,2180,1190,940,969,1440,2470,1330,1940,1960,1920,7910,3270,1840,1840,3030,4870,1680,1870,2420,5480,4910,2600,4790,2110,1840,13700,2480,1570,2000,1890,2040,1680,2110,1910,1960,1810,1990,2110,2100,2120,2140
Paraguay,10100,8330,9520,8920,9490,10500,12000,10700,11700,11900,12300,12300,13100,13400,12400,13100,13700,15200,14400,14600,15500,14400,15200,16600,14900,16500,16700,16900,15000,18700,15200,17900,16400,16100,15200,15800,14600,14500,14500,15000,15900,16100,16200
Peru,13700,13300,12900,12700,13100,13000,13500,13200,13200,13500,13200,13600,13900,13600,13800,13400,13400,14300,13900,13800,13600,13200,13400,13700,13800,14600,14800,14900,15700,15500,16400,15300,15400,15900,15700,16700,16700,17300,17300,17900,18900,19100,19300
Philippines,43200,44300,43400,47000,46200,45300,43800,43700,43600,43900,42800,42400,41100,40900,41000,42000,42100,41000,41900,42500,41500,42000,41300,41600,43700,44800,47800,47800,44700,49200,49900,50900,50200,50900,52100,53200,54000,55300,56400,57200,56000,56600,57200
Poland,97200,100000,104000,108000,113000,117000,120000,123000,127000,130000,125000,110000,122000,135000,135000,137000,135000,135000,133000,125000,108000,103000,99800,87000,87600,85000,79000,78300,70000,67100,72800,72500,71700,71600,69900,70600,69900,66900,65400,65300,65500,65200,65100
Portugal,6730,6670,6790,6930,6750,6790,6670,7150,7550,7700,8010,8220,8300,8380,8300,8500,8820,8950,9140,9610,9870,10000,10100,10200,10500,10600,10800,11200,11700,11800,12300,12400,12600,12900,12500,13600,13000,13000,13000,12800,12600,12900,13000
Qatar,4780,5700,6750,7480,6400,5760,5750,5010,5650,5130,4220,3250,3260,2820,4220,3780,3990,3960,4100,4340,4400,4590,4830,4900,5010,5030,5720,8600,9450,11800,13300,13500,14200,15400,18000,18800,20900,23900,28500,31500,40300,40700,41100
Romania,32400,33200,34000,35100,35700,36400,37500,38700,39100,39600,39900,40700,40800,49200,42500,43100,42200,42000,42100,40000,37400,32900,29600,27400,28900,28400,29300,27500,26100,25200,25100,24400,24300,25800,26100,26000,26500,26700,26800,26200,26100,26000,25700
Russia,338000,344000,367000,370000,380000,395000,412000,421000,434000,447000,461000,474000,492000,505000,526000,541000,562000,578000,600000,612000,625000,601000,577000,554000,514000,486000,491000,452000,499000,455000,466000,470000,489000,510000,487000,494000,495000,504000,512000,508000,534000,540000,546000
Rwanda,1300,1300,1310,1350,1320,1350,1340,1380,1430,1390,1420,1430,1480,1520,1520,1580,1570,1590,1590,1680,1480,1510,1550,1470,1430,1550,1660,1850,2030,2160,2020,2120,2190,2420,2620,2520,2650,2690,2740,2770,2880,2910,2940
Samoa,63.2,63.6,64.1,65,67.9,71.4,73,74.1,76,78.2,81.1,84.4,88,89.4,92.3,98,107,115,116,115,114,114,112,113,115,112,112,113,114,114,116,124,125,125,126,127,128,128,129,130,130,132,133
Sao Tome and Principe,17.4,17.5,17.5,18,18.2,18.6,19.3,19.6,20.1,20.4,20.8,22.4,22.4,23.4,24.3,24.8,25.5,26.3,27.1,27.8,28.8,29.6,30.4,31,32.1,32.9,33.6,34.4,35,35.8,37,37.6,38.5,39.5,40.4,41.2,41.9,42.7,43.6,44.5,45.3,45.7,46.2
Saudi Arabia,31700,37600,49000,65400,69100,54800,68300,70100,63300,68100,76100,62800,50700,41600,27500,23500,28300,26600,31200,32500,30800,35800,37200,37600,39400,39400,40600,41400,42200,40100,43300,43100,44900,49000,50600,53600,54700,54700,57900,57200,60300,61600,62900
Senegal,4610,4630,4390,4330,4230,4380,4460,4620,4640,4650,4660,4540,4750,4500,4560,4690,4930,5180,5150,5360,5630,5490,5770,5840,5990,6180,6340,6500,6650,7150,7080,7210,7150,6990,7400,7660,7720,8470,9130,9300,9730,9830,9930
Serbia,,,,,,,,,,,,,,,,,,,,,11900,,,,,,,,,,8650,,,,,7560,,,6730,,6590,,
Seychelles,8.9,9.39,9.99,10.4,10.9,11.4,11.6,11.6,12.1,12.8,13.4,13.8,13.7,13.9,14.1,14.8,15.2,15.6,16.5,16.9,17.8,18.4,18.5,18.7,19,19.1,19.1,19.4,19.2,19.3,19.7,20,20.6,20.8,21.4,21.5,21.9,22.5,23.2,23.1,23.7,23.9,24.1
Sierra Leone,2550,2610,2570,2650,2500,2570,2660,2820,2720,2710,2920,2710,2840,2690,2530,2510,2530,2600,2610,2720,2910,2610,2730,2710,2600,2660,2680,2820,2820,2500,2360,2790,2600,2680,2750,2470,3510,4840,4640,3940,3290,3320,3350
Singapore,658,652,698,748,735,713,738,799,806,814,840,868,873,917,876,844,862,880,871,882,981,1110,1240,1360,1480,1550,1600,1600,1570,1590,1680,1870,2150,2170,2220,2270,2290,2320,2340,2310,2340,2360,2390
Slovak Republic,4570,4670,4810,4940,5030,5200,5250,5410,5660,5740,5670,5780,5960,6120,6260,6270,6240,6280,6400,6470,6450,6090,5550,5010,4550,4450,4550,4590,4330,4290,4430,4620,4550,4380,4170,4060,4090,4060,4010,4060,3980,4070,4070
Slovenia,2100,2150,2170,2260,2390,2530,2530,2580,2600,2620,2590,2700,2760,2800,2860,2870,2840,2880,2860,2820,3030,2910,2750,2720,2590,2660,2670,2800,2750,2710,2870,2910,3000,3000,2970,2980,2970,2970,2910,2890,2900,2860,2820
Solomon Islands,1630,1610,1620,1660,1560,1700,1680,1790,1930,1880,1910,2020,2120,2010,2040,2120,2140,2170,2260,2240,2050,1560,1140,1240,1350,1410,1440,1460,1410,1360,1390,1440,1440,1450,1450,1440,1440,1430,1430,1430,1420,1430,1450
Somalia,9540,9540,9720,9610,9670,10300,10300,10900,11700,11700,11600,12000,12300,12100,12300,12700,12800,13300,13900,13900,13100,12000,11500,12400,13300,13700,14000,14300,14500,14800,15000,15200,15500,15700,15800,15700,15800,15800,15900,15800,15900,16000,16200
South Africa,32300,31900,32200,33400,34400,35700,36500,37900,38700,41200,41700,42700,44600,45600,47300,47900,48200,49000,50000,50900,53400,53800,53600,54100,54500,55300,56100,58000,58900,59400,59500,60600,60500,62800,64000,65400,65500,66100,67200,65500,65300,64200,63200
South Korea,25900,25800,25800,26700,27900,28400,27900,28600,28800,29100,29000,29300,29300,30700,32100,33400,34000,33800,33400,32200,31300,30800,30100,30000,29900,30100,30900,31400,31000,30600,30900,30800,30800,31100,31600,32000,32500,32700,31100,31500,32000,32300,32600
Spain,26500,25900,26600,26000,25700,25300,25600,26300,26300,26100,26800,27700,29100,29500,29300,29700,30700,29800,31900,32700,32800,32800,32800,32400,32800,32700,32800,34100,34400,34500,35100,35600,36100,36000,36100,36300,36100,36300,36500,36800,36800,37100,37200
Sri Lanka,11300,11100,10500,10800,11900,10200,10500,11700,12000,11600,11900,12100,11200,11500,12400,12200,11900,10700,11600,10600,11500,11000,10900,11300,11700,11600,10100,9840,9320,9900,9610,9250,9540,10100,9110,10300,10400,11000,11400,11000,11600,11700,11900
St. Kitts and Nevis,26.3,25.4,25.3,24.9,25.1,25.2,26.9,27.7,27.7,28,27.5,27.3,27.9,26.6,27.1,26.5,26.8,27.1,27.4,27.2,25.8,27,28.8,28.3,28.3,28.8,29.8,32.3,31.7,31.5,32.6,33.1,33.4,33.9,34.3,33.9,34.4,32.2,31,30.3,29.5,29.8,30.1
St. Lucia,27.6,27.7,27.5,27.7,27.5,27.8,28.3,29.4,30,30.8,31.8,32.7,33.8,34.8,35.7,35.5,35.7,36.1,36.4,36.7,37,37.3,37.5,37.7,38,38.3,38.4,38.6,38.8,39.2,39.6,39.9,40.2,40.5,40.9,41.2,41.5,41.9,42.3,42.4,42.9,43.3,43.7
St. Vincent and the Grenadines,23,23.1,23.4,23.9,24,24.2,24.4,24.7,24.9,25,25.5,26.2,26.9,27.9,29.3,29.2,29.1,27.9,29.9,29.7,29.7,29.7,30.4,31.1,31.8,32.3,32.8,33.2,33.7,34.2,34.7,35.1,35.6,34.5,35,35.5,36.1,36.7,37.4,38.3,39.1,39.5,39.9
Sudan,31800,31600,31700,34500,30600,32900,33800,36700,34300,37300,43000,40100,44400,42800,43100,41200,40000,40800,39400,41800,47100,42500,48900,49600,52100,55100,56000,57900,58700,63100,64400,65600,67800,67000,67300,70700,85700,125000,101000,102000,94600,95600,96500
Suriname,941,762,813,809,821,902,981,852,997,1060,1140,1130,1170,1170,1050,1060,1100,1170,1040,1050,987,1010,1110,1070,837,923,915,852,770,631,618,719,801,712,974,670,594,599,594,687,695,702,709
Swaziland,921,930,949,969,976,1000,1020,1020,1040,1060,1050,1050,1030,1040,1030,1070,1080,1080,1080,1120,1130,1120,1210,1080,1130,1150,1190,1230,1150,1140,1190,1110,1120,1110,1200,1200,1240,1270,1290,1300,1350,1360,1380
Sweden,10100,9930,10000,10300,10400,10200,10200,10200,10300,10500,10600,10600,10500,10300,10800,11000,10900,11000,11200,11400,11500,11200,11300,11400,11500,11600,11600,11500,11600,11400,11500,11500,11200,11300,11500,11500,11600,11500,11400,10500,10800,10400,10300
Switzerland,4880,4750,4820,5060,5140,5130,5210,5310,5350,5400,5480,5470,5440,5590,5590,5660,5660,5630,5690,5830,5910,5870,5750,5670,5700,5610,5580,5390,5330,5160,5130,5150,5080,4980,4980,4950,4950,4950,4950,4900,4990,4900,4900
Syria,2430,2390,2410,2340,2530,2850,3220,3410,3670,3640,3860,4190,4290,4540,4450,4330,4220,7130,7170,7050,8380,9360,10000,10300,10100,10600,11000,11500,12200,12300,12600,11400,11400,11700,11900,11900,12100,12400,12500,12400,12500,12700,12800
Tajikistan,2810,2930,3020,3090,3190,3280,3300,3310,3370,3400,3430,3430,3470,3530,3620,3650,3710,3780,3990,4150,4300,4160,4040,3750,3720,3600,3430,3380,3290,3300,3300,3340,3400,3510,3670,3880,4070,4310,4510,4750,4940,5180,5410
Tanzania,25200,16800,17700,18500,17200,19600,18800,20600,21600,26200,23100,21600,23600,23400,19600,20000,19900,24600,20100,21800,26900,24000,32500,22700,25300,27600,24500,23900,30700,26300,29100,31100,29800,32600,30800,33600,25200,25000,25400,26700,27400,27700,28000
Thailand,71400,71000,69000,75700,71500,77500,76900,81200,83400,80700,83100,83200,82600,87500,85200,86500,84000,85100,88600,88600,85000,88000,90100,85200,86900,85400,83900,86500,84500,84300,83600,84700,85700,84500,88700,89500,91200,95400,97700,99100,104000,105000,106000
Timor-Leste,412,426,461,469,462,439,400,362,334,290,275,281,292,310,332,332,334,332,312,319,340,405,381,393,531,603,463,441,461,402,450,598,607,659,673,677,686,689,697,707,718,725,732
Togo,2060,2000,1980,2090,1750,1890,1960,2230,1990,2130,2460,2160,2510,2330,2360,2230,2310,2440,2460,2590,3090,2640,2860,2810,2910,3080,3240,3350,3080,3190,3440,3320,3630,3100,3120,3730,3390,5400,5870,5360,5240,5290,5340
Tonga,32.2,31.4,31.5,34.8,36.5,41,45,49.7,59.6,60.2,61,67.7,62,52.6,47.1,53.8,56,61.5,65.7,60.8,56.5,56.7,58.8,58.6,57.7,55,55.3,55.3,55.4,56.6,58,58.2,58.3,58.5,58.7,59,59.2,59.5,59.7,60,60.2,60.8,61.4
Trinidad and Tobago,1600,1580,1620,1750,1900,1940,2050,2150,2210,2200,2380,2390,2830,2910,3060,3280,3210,3260,3340,3180,3040,3090,3150,3050,3250,3100,3590,3620,4070,4800,5560,5970,6780,9190,10100,11100,13000,13500,13500,14000,14500,14600,14800
Tunisia,2530,2680,2790,2870,3000,3130,3110,3210,3070,2870,3060,3090,3210,3370,3520,3710,3770,3940,3910,3980,4060,4270,4530,4750,4890,5090,5680,6080,6460,6690,6880,7050,7100,7030,7140,7250,7400,6800,6950,7250,7500,7570,7650
Turkey,32800,32600,33200,33900,34700,35200,36200,36900,37800,38700,39600,41500,42400,41700,42300,40100,41500,42900,43400,44400,43900,43200,45100,46100,47000,48600,49400,51700,52600,54200,56300,57200,58000,59600,62000,64400,67200,70600,75600,76300,77300,78100,78900
Turkmenistan,10800,11000,11400,12000,13000,14100,15300,16300,17300,18200,19200,20100,21400,22600,23800,25200,26300,27400,29000,29600,29900,29500,21900,25200,17200,16600,16000,10600,10600,14300,21200,23400,25500,28400,28700,29500,30100,31800,32900,24500,26500,24300,22000
Tuvalu,1.57,1.56,1.56,1.55,1.55,1.54,1.61,1.69,1.78,1.9,2.03,2.04,2.18,2.17,2.31,2.44,2.44,2.37,2.39,2.66,2.68,2.87,2.94,2.95,3.03,3.08,3.11,3.15,3.17,3.21,3.22,3.23,3.27,3.27,3.27,3.27,3.27,3.28,3.28,3.29,3.3,3.33,3.37
Uganda,8560,8580,8740,9200,8620,9060,9400,9960,9850,10200,10800,10100,10800,10600,10800,10600,10900,10100,10200,10800,12200,11600,12400,12400,12300,13000,13000,13400,13000,13700,13600,13700,13800,14900,14400,16800,16200,27000,21000,17200,20700,21000,21200
Ukraine,74400,76600,79000,81600,84100,86600,87900,88900,91900,93900,95300,96000,98200,99700,101000,103000,105000,106000,108000,111000,122000,116000,116000,113000,107000,104000,98500,94200,89700,88200,85300,81900,80900,80000,74200,70900,70300,68800,68300,68100,68400,68200,68100
United Arab Emirates,12900,16000,17400,22100,22400,22100,26600,25200,28100,19300,18700,14800,13400,12800,15800,15200,13500,12900,12100,13200,13600,14700,15100,14800,15700,17000,18600,18700,18900,18700,20300,20000,20700,22000,22600,22800,23900,24500,24500,25000,25600,25900,26100
United Kingdom,120000,121000,116000,122000,119000,122000,121000,120000,121000,125000,124000,124000,124000,124000,107000,117000,122000,121000,120000,118000,117000,117000,113000,109000,104000,104000,104000,99800,95200,90900,86400,79500,75200,71000,67600,64800,63000,61800,61200,60700,61200,59900,59000
United States,594000,579000,586000,589000,588000,590000,590000,584000,581000,600000,608000,608000,606000,591000,608000,602000,599000,605000,618000,622000,638000,627000,623000,617000,615000,605000,599000,590000,578000,568000,557000,551000,551000,551000,544000,538000,541000,543000,548000,529000,525000,515000,500000
Uruguay,14500,14300,14600,15300,16200,17200,16100,16100,16200,16900,18700,19000,18700,16700,15900,16400,16500,17300,17900,16900,15800,16600,17600,18300,18500,18500,18800,18600,18300,18500,18200,18200,18900,19300,19800,19800,20100,20300,20600,20100,19200,19400,19500
Uzbekistan,16800,17400,18100,18900,19800,20800,21700,22400,23400,23400,24200,24700,25500,26400,27600,28800,29500,30500,32000,32700,32900,33000,32700,33400,34300,34800,34800,35200,36300,36600,37200,37900,39500,40200,40900,42500,43900,44500,46400,46100,46900,47100,47300
Vanuatu,128,141,142,157,165,172,180,173,168,164,162,162,166,170,170,177,183,190,191,198,214,221,235,250,253,253,256,259,262,265,267,265,263,262,257,258,259,261,263,248,249,252,254
Venezuela,35200,33500,33100,34200,32900,30600,31800,31700,32800,34800,35300,35300,35700,35800,36000,36500,38100,39800,40100,40900,44100,45100,45600,47000,46700,49300,51600,54200,59900,53800,57900,59800,56100,57300,56800,57900,57900,61200,60600,58100,57100,57600,58200
Vietnam,54100,53300,54400,56000,56300,53700,56700,58500,58100,57800,58100,58500,59000,59100,58500,58600,58700,58400,58900,59800,60500,61800,63400,63900,64000,66100,67500,68500,72800,72700,75400,75900,80600,80800,88400,94300,99300,104000,106000,110000,111000,112000,114000
Yemen,2200,2350,2340,2280,2400,2460,2350,2380,2400,2430,2470,2520,2560,2610,2660,2710,2780,2870,3290,3430,3910,3890,3940,4110,4940,4930,5110,5350,5500,5760,6140,6230,6320,6830,6870,7790,8340,8480,8320,8540,8760,8850,8940
Zambia,33900,14700,16600,18500,14900,19600,16600,20400,21800,31500,24200,19900,23700,23200,15400,16100,15300,25000,14600,18000,29100,22400,41200,18300,23300,24100,19000,18100,21600,19800,18100,17900,18100,18500,19600,21200,20200,20500,6120,6290,6420,6490,6550
Zimbabwe,8500,7490,7470,7730,7570,8190,8150,8570,8130,8330,7530,7310,7980,7960,7520,7800,8150,9190,8470,8790,10300,8850,10800,7410,7960,8220,8860,8820,9240,10300,9670,10100,9600,9210,9520,9660,8460,8470,8460,8380,8420,8500,8590
