country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Brazil,39000,41500,44900,46900,47000,45800,51900,53800,64000,69500,78300,87100,97800,115000,125000,130000,132000,135000,146000,155000,150000,136000,133000,126000,122000,128000,142000,146000,148000,152000,151000,155000,160000,167000,176000,188000,207000,219000,229000,233000,234000,239000,232000,220000,226000,232000,231000,240000,253000,251000,274000,289000,310000,326000,339000
Brunei,29.3,29.3,73.3,55,73.3,11,202,143,143,165,191,260,220,249,293,301,337,444,543,638,675,590,572,29.3,656,1220,1320,1190,1600,1580,1540,1640,1260,1610,1350,1090,1200,1280,1420,1550,840,902,719,840,1010,1060,972,1850,2060,1760,1590,1960,2070,1660,1690
Bulgaria,2860,3650,5050,6510,9430,10900,12400,15200,17600,22500,25400,29600,31000,32800,35100,34200,35300,37000,39600,35800,31000,32600,39400,39300,36000,36800,38200,36300,34300,34600,25100,17000,14500,26800,16000,17700,14800,11700,12200,11400,10500,10600,11900,12000,11400,12900,13300,12800,12100,11600,11200,10300,10900,10000,11100
Burkina Faso,44,91.7,84.3,88,110,103,103,103,103,121,143,150,161,169,205,220,209,249,348,407,433,557,576,594,466,477,480,517,554,821,583,627,631,627,645,612,693,788,843,843,990,972,990,1060,1090,1110,1350,1630,1680,1650,1670,1920,2300,2770,2650
Burundi,,,44,47.7,47.7,36.7,47.7,47.7,55,73.3,62.3,73.3,69.7,69.7,88,77,84.3,99,103,106,143,150,143,187,198,216,216,224,213,249,194,224,198,213,216,220,227,235,235,249,268,198,202,154,191,147,172,180,180,176,194,213,216,216,389
Cambodia,235,286,308,389,308,304,341,352,367,1280,1120,194,77,88,47.7,47.7,47.7,47.7,47.7,29.3,286,301,337,367,411,418,433,436,451,451,1260,1310,1350,1390,1430,1500,1520,1470,1880,1900,1980,2250,2210,2380,2450,2780,3000,3420,3510,4160,4590,4720,4930,4900,5070
Cameroon,268,279,290,301,337,312,345,458,502,572,620,737,774,803,865,1040,942,1390,1830,1580,3650,5080,6080,6280,6050,6470,1990,1840,1910,7330,1420,840,3480,3590,3580,3950,4310,2900,2840,2650,2990,2930,2950,3320,3440,3200,3360,4580,4330,5590,5690,4770,4980,5200,5080
Canada,116000,119000,126000,134000,144000,152000,156000,172000,179000,182000,212000,221000,234000,238000,249000,242000,234000,234000,234000,244000,241000,228000,209000,194000,193000,187000,187000,202000,211000,207000,206000,192000,198000,202000,202000,206000,207000,215000,224000,228000,231000,232000,224000,245000,252000,250000,239000,241000,259000,258000,256000,256000,241000,241000,248000
Cape Verde,18.3,18.3,14.7,11,22,18.3,22,18.3,25.7,29.3,29.3,33,47.7,55,66,77,73.3,80.7,202,249,121,33,36.7,36.7,84.3,84.3,58.7,80.7,73.3,80.7,95.3,99,106,110,114,121,143,147,158,183,216,235,275,308,330,440,473,506,469,524,557,616,506,499,491
Central African Republic,88,88,73.3,73.3,73.3,88,84.3,91.7,183,187,209,183,169,161,114,103,128,128,147,103,106,136,143,147,150,161,161,260,231,249,198,205,216,224,235,235,235,246,249,264,268,246,246,235,235,235,249,253,253,253,264,279,293,297,301
Chad,55,51.3,84.3,91.7,99,106,84.3,117,125,161,125,150,121,161,150,183,183,198,194,202,209,209,205,205,216,180,187,198,66,103,143,66,84.3,91.7,103,110,125,143,150,161,176,172,169,381,378,400,407,462,510,491,517,539,543,612,631
Chile,6930,7220,8340,9100,9820,10200,11400,11500,12800,13300,14400,15300,16300,15400,14800,12900,13800,14100,14600,15400,15500,15800,14100,13600,13700,13300,14100,14600,16300,17900,18500,19100,20800,22800,24300,26900,29300,31100,31200,32200,30700,28500,30300,29600,31300,33900,35800,47300,47600,45000,43500,45700,45200,46000,46200
China,23000,22400,21800,23300,27800,35000,44600,42500,48700,66900,94700,120000,138000,159000,183000,204000,239000,258000,282000,279000,273000,257000,258000,264000,272000,285000,303000,322000,343000,355000,330000,357000,390000,429000,424000,469000,511000,558000,560000,597000,649000,660000,654000,728000,840000,851000,899000,928000,971000,983000,1090000,1120000,1180000,1240000,1260000
Colombia,7940,9200,9520,10500,11000,11200,12300,12300,14300,14600,17400,18100,18600,19600,21700,20500,21800,22500,22600,23600,23900,23000,23600,25300,24700,25000,26200,27000,28300,29400,31100,32000,35700,36100,39600,31800,32600,34800,35400,30400,29400,28600,28700,29700,29500,31000,34000,34300,34100,35100,34900,35000,38700,42400,39800
Comoros,11,11,11,11,11,14.7,18.3,18.3,18.3,18.3,29.3,29.3,29.3,29.3,29.3,33,40.3,40.3,29.3,22,47.7,47.7,47.7,47.7,47.7,47.7,44,47.7,51.3,51.3,62.3,66,66,69.7,69.7,73.3,77,80.7,88,91.7,103,103,103,132,143,139,161,103,106,132,161,136,143,176,154
"Congo, Dem. Rep.",1180,1230,1240,1350,920,1170,1360,1200,2480,2600,1720,1860,1930,2100,2230,2260,2210,2350,2460,2780,2440,2670,1980,2960,2870,2600,2320,2760,2840,3320,3070,2840,2730,2520,1550,2010,2200,1840,1600,1300,730,737,796,821,997,1240,1330,1450,1610,1470,1730,2220,2200,3370,4500
"Congo, Rep.",224,268,238,235,268,246,308,323,451,499,378,403,374,359,370,337,528,301,238,275,275,319,1170,972,972,1080,865,1130,1290,1270,972,781,950,895,1730,1150,1320,1910,356,363,557,766,576,884,913,887,1020,1120,1210,1580,1750,1940,2490,2540,2410
Costa Rica,491,491,550,601,660,788,935,821,972,1070,1160,1420,1630,1910,1760,1870,1910,2410,2680,2530,2190,2020,1870,1910,1770,2030,2330,2470,2660,2670,2650,2990,3440,3520,4800,4430,4330,4520,4770,4970,4950,5050,5530,5680,5870,5740,6260,6680,6790,6600,6700,6820,6840,6630,6780
Cote d'Ivoire,462,554,587,623,763,1170,1240,1360,1600,1890,2240,2460,2710,2880,3250,3990,3960,4060,4820,5420,5570,3870,5560,4520,5140,6990,5580,7360,8810,8270,4790,4310,3850,5100,4140,6030,6480,5610,4950,3550,4050,4780,4290,2780,4350,4170,3680,3650,3560,2730,3030,3360,5080,5790,5970
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9060,9450,9810,11000,10500,11800,13200,12800,11200,11600,12100,13300,12300,12800,13100,13200,12400,12200,10300,10000,8990,8600,8590
Cuba,13400,11300,13700,12400,13700,14000,14600,15500,15500,16700,18100,19100,19900,21500,21800,25800,25800,27800,29100,30200,29700,30800,32600,29000,30700,30700,31600,31900,33500,33700,31200,28300,30100,28600,31400,24700,26200,23700,23300,23500,24100,23600,24200,23500,22900,23700,24400,23500,27300,26800,35400,33100,33200,31900,31700
Cyprus,843,818,858,939,964,1100,1190,1270,1500,1550,1570,1730,2190,2270,1760,1680,1950,2130,2260,2440,2590,2530,2570,2630,2620,2570,2970,3290,3450,3620,3520,4090,4550,4820,5050,4820,5390,5350,5740,5720,6100,6020,6160,6790,6340,6460,6750,7130,7520,7320,6970,6790,6410,5520,5690
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,19200,19200,17800,18400,18300,19700,19100,18200,19300,19900,20400,21500,21500,20900,21600,21500,20900,19900,19400,18800,18400,19100
Denmark,14200,16500,20200,23800,27300,29600,35000,35400,39800,46600,51400,50000,52800,48700,45600,43700,46600,46600,46600,45200,37200,32700,30500,29100,28200,29600,28400,26900,24800,23400,22000,22500,22100,22200,23500,24500,27400,26200,26100,25300,24400,24700,23800,22300,21900,21400,21800,21600,21200,19400,20200,18800,18000,17900,16900
Djibouti,40.3,44,47.7,66,84.3,121,139,88,121,84.3,139,161,191,180,194,198,198,198,202,363,348,301,348,348,352,359,378,389,348,389,323,312,312,312,304,304,312,326,315,315,341,367,400,422,407,414,411,462,499,462,517,473,517,535,546
Dominica,11,11,11,14.7,14.7,14.7,14.7,22,22,18.3,25.7,25.7,25.7,25.7,29.3,29.3,29.3,25.7,25.7,33,36.7,36.7,40.3,40.3,44,47.7,47.7,47.7,55,58.7,58.7,58.7,58.7,62.3,66,80.7,73.3,80.7,77,80.7,103,110,103,117,114,117,114,154,132,132,139,128,136,132,136
Dominican Republic,953,913,1120,1130,1600,1440,1530,1410,2190,2460,2860,3220,4330,5670,6110,6050,6010,5180,5020,6370,5950,5690,5870,7360,6880,6790,7570,8600,8830,8870,8680,9270,9880,10800,11600,14900,16200,16700,16700,16800,18300,17900,19200,16700,14700,15500,15400,16200,15600,15200,15600,15500,15600,15200,14400
Ecuador,1660,1540,1460,1670,2000,2120,2230,2400,2870,2970,3470,3670,4000,4280,5080,6400,7100,6370,9200,10600,11900,15200,17600,17900,19400,17200,12800,13300,14600,17100,13500,13400,19400,21100,10700,19600,20900,15300,19300,18500,17300,19700,21300,22900,24700,26000,24600,27300,28900,30800,31200,33200,32300,34700,37100
Egypt,14600,15300,16800,19600,23000,25300,24600,17100,20100,15100,16600,18500,21300,19400,20300,23100,26900,29600,31200,33100,38700,42600,47000,47900,53000,51900,60000,57500,55500,50800,52500,52900,54100,63200,53400,58400,61500,70400,82700,79600,85400,66500,57200,73400,75700,79300,83800,84800,92500,98800,94300,101000,94700,97200,82400
El Salvador,576,546,616,1090,1190,1000,1240,1090,1180,1120,1350,1420,1570,1850,1830,1940,2050,2100,2160,2100,1870,1610,1560,1690,1410,1760,1770,2150,2160,2270,2190,2830,3110,3370,4170,4580,4100,4970,5280,5180,5210,5360,5380,5860,5730,5890,6190,6330,5900,5840,5820,5990,5970,5630,5790
Equatorial Guinea,22,22,22,25.7,25.7,29.3,25.7,25.7,29.3,44,36.7,66,88,29.3,51.3,62.3,62.3,62.3,69.7,62.3,58.7,69.7,73.3,62.3,80.7,66,80.7,99,106,117,66,143,158,99,33,128,114,290,165,389,363,143,785,1820,1030,521,565,598,609,609,609,609,609,609,609
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,909,990,836,568,598,587,609,583,704,748,744,539,557,392,491,491,499,532,539,546
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,3910,3580,2520,2650,2540,2830,2710,1770,2250,2090,2130,2020,1970,1910,1890,1760,1330,1390,1280,1240,1030,818
Ethiopia,312,301,352,381,381,576,748,997,1620,1550,1560,1750,1310,1690,1680,1140,1100,1010,1330,1800,1770,1800,1410,1760,1540,1690,2080,2410,2470,2640,2850,2840,2820,2850,2010,2260,2520,2680,2850,2840,3110,3910,4070,4420,4640,4340,4640,5200,5630,5680,5640,6240,6220,7370,8060
Fiji,176,161,213,224,400,319,293,315,367,407,491,502,535,587,612,539,425,678,605,730,700,986,733,612,477,488,517,433,521,557,708,583,653,656,649,667,722,689,671,689,748,972,792,946,1290,1030,1150,1090,825,737,1140,1000,986,1060,1070
Finland,7210,8030,9610,11700,14000,17200,21900,21300,24700,27600,30800,31900,34400,38500,35000,34600,36600,35900,33800,35100,35500,31700,28800,26500,24900,27900,33300,33600,28500,28500,25700,26500,22500,23200,24500,22300,25800,26500,27500,26500,24000,23800,26500,27300,28500,26700,27800,26500,26300,24800,25600,25200,23600,19900,23800
France,77500,83700,94500,118000,134000,152000,160000,186000,202000,227000,260000,287000,316000,349000,330000,290000,328000,305000,329000,338000,314000,278000,261000,256000,242000,238000,240000,241000,234000,245000,228000,233000,220000,227000,209000,214000,229000,215000,227000,223000,215000,234000,229000,228000,230000,228000,225000,219000,216000,213000,202000,199000,194000,189000,186000
Gabon,121,150,69.7,55,172,194,359,979,1910,1390,1980,2270,2090,2310,2220,2270,2510,3230,4430,3380,3420,3250,3240,2670,2390,2160,2050,1490,1690,2230,847,876,1040,1080,708,862,1020,1020,1220,1060,1040,1260,1180,1160,1210,1400,1440,1580,1600,1540,1970,2210,2370,2710,2750
Gambia,18.3,22,25.7,29.3,29.3,29.3,33,33,36.7,47.7,47.7,55,66,62.3,62.3,99,99,114,139,147,158,158,161,161,172,172,161,180,183,180,176,180,180,187,187,198,198,198,213,231,246,253,286,286,293,293,304,348,363,374,425,444,447,425,506
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,2260,1120,407,2410,2610,3040,2540,2120,1680,1600,1720,1550,1870,2100,2520,2210,2810,2760,2710,2720,2660,2840
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334000,337000,341000,335000,336000,347000,341000,340000,324000,317000,327000,312000,304000,296000,288000,289000,254000,276000,261000,264000,255000,254000,258000,250000
Ghana,1300,1190,1350,1610,1530,1630,1300,1420,1590,1440,2320,2020,2200,2230,2670,2400,2080,2690,2710,2520,2410,2840,2890,3510,2460,3140,2930,3140,3200,3050,3470,3550,3460,3930,4270,4620,4860,5510,5590,5620,5320,5970,6480,6680,6400,6090,8460,8930,8240,6800,8100,7000,9570,12500,11700
Greece,5460,5620,5910,6740,6950,9040,10500,11500,13600,15100,16000,18400,21500,25500,23700,23600,25100,27900,30500,31700,32300,30000,30000,29100,29500,29900,27900,30100,32100,36200,35400,37300,37800,37000,38200,38400,41600,42200,43500,43200,44400,45900,47000,48700,48700,50400,49900,47300,48800,46800,40800,36800,37000,31500,32700
Grenada,22,18.3,25.7,14.7,22,22,29.3,36.7,40.3,47.7,44,47.7,47.7,55,36.7,47.7,47.7,47.7,51.3,47.7,47.7,58.7,62.3,62.3,62.3,62.3,66,73.3,95.3,103,106,110,117,121,143,150,154,169,176,194,191,194,205,216,205,216,231,238,253,253,260,253,271,304,242
Guatemala,1290,1350,1320,1440,1680,1860,1640,1870,2050,2170,2190,2330,2580,2780,2920,3330,3090,3570,3870,4410,4230,3680,3310,2900,3180,3260,3350,3300,3700,3790,4240,4320,5300,5080,6220,6570,6090,6940,8010,8090,8370,9100,9060,8850,9390,9810,9760,10200,8980,10300,8970,9110,9220,10800,14700
Guinea,411,616,660,697,700,697,719,726,748,748,792,814,832,803,840,843,887,902,902,946,964,990,983,953,979,994,997,994,1030,1050,1000,1030,1060,1090,1130,1170,1240,1290,1360,1430,1490,1560,1620,1700,1760,1830,1890,1970,2000,2110,2490,2600,2420,2110,2200
GuineaBissau,18.3,29.3,40.3,47.7,58.7,66,66,47.7,62.3,58.7,69.7,73.3,66,110,103,114,95.3,103,103,110,147,143,143,143,161,172,183,194,216,231,172,176,180,183,183,183,183,202,172,194,147,150,154,194,202,213,216,231,227,235,238,246,253,257,271
Guyana,660,737,678,616,649,1080,1180,1320,1330,1370,1580,1500,1560,1800,1550,1830,1750,1900,2060,1520,1790,1800,1400,1250,1400,1420,1050,1310,1400,1180,1130,1110,1050,1050,1390,1460,1520,1590,1660,1680,1610,1600,1580,1570,1630,1440,1290,1560,1560,1570,1720,1780,1990,1940,2010
Haiti,260,275,275,224,271,282,286,242,242,290,356,367,352,367,403,407,554,587,631,638,631,649,620,638,645,649,671,741,818,895,862,807,741,612,301,902,1030,1370,1230,1330,1370,1470,1680,1590,1840,1930,1970,2250,2250,2120,1980,2070,2160,2260,2710
Honduras,598,715,671,682,686,704,755,821,1160,1110,1310,1250,1440,1390,1450,1520,1650,1880,1910,1820,1830,1670,1620,1760,1720,1730,1670,1950,2230,2410,2270,2350,2750,2490,3030,3520,3490,3640,4200,4100,4030,4730,5110,5690,6210,6380,5850,7570,7330,6540,6720,7480,7460,7540,8090
Hungary,7050,8200,8840,9630,11000,11500,12800,14000,15700,17200,15900,18400,19700,22000,23800,25100,26500,29600,31900,29100,29500,27900,26900,31400,32800,29500,26800,27400,24400,23900,23200,21400,20900,22400,19400,19700,18600,19200,18500,18400,16900,16600,15400,15300,15400,16600,17100,17300,16700,16100,15800,14500,13800,14400,16200
Iceland,1120,1010,1110,1220,1220,1320,1420,1370,1540,1210,1350,1410,1420,1690,1660,1540,1630,1840,1860,1870,1740,1580,1420,1330,1530,1320,1460,1570,1550,1610,1690,1470,1600,1760,1710,1700,1930,1840,1790,1780,1720,1690,1760,1780,1800,1790,1890,1840,1690,1660,1550,1470,1450,1530,1650
India,19500,21300,24900,27100,28100,30800,35700,32700,42300,45400,49400,55500,58900,61800,60700,61900,63500,68600,75400,82700,83200,89800,94500,99300,106000,117000,122000,128000,134000,151000,158000,167000,188000,187000,199000,216000,243000,244000,263000,285000,304000,298000,285000,294000,297000,300000,317000,336000,403000,455000,414000,418000,438000,461000,514000
Indonesia,14700,19300,16200,15600,15700,17700,16300,17600,20600,27600,29200,31600,34600,38700,39400,40800,45800,56400,62700,63500,66200,70400,75100,77800,74300,78600,78300,75100,87300,84800,82500,104000,117000,118000,114000,114000,125000,144000,113000,106000,155000,150000,157000,163000,174000,175000,153000,166000,158000,181000,196000,212000,219000,240000,234000
Iran,21900,19300,18700,20300,23600,24600,26300,27600,36500,28700,32700,39400,38100,51200,60200,65400,74200,86300,85100,103000,83000,80000,90200,101000,104000,113000,99900,110000,120000,136000,139000,144000,143000,147000,157000,157000,158000,143000,175000,228000,210000,228000,218000,211000,222000,223000,234000,225000,234000,233000,228000,224000,245000,251000,244000
Iraq,6790,7030,7350,7530,7070,8050,15100,6790,9340,10100,11400,12500,14300,12900,12900,12500,22500,22700,19800,23600,21900,22200,20400,28800,27400,28800,30900,36200,50900,55100,33200,39500,53600,57400,64200,67100,62400,60600,64300,62000,61700,75400,77700,85300,95600,87400,71900,35000,63200,70800,79500,99400,113000,123000,125000
Ireland,3210,3760,4510,5180,5860,6540,7140,8120,8270,9470,10800,13500,13600,15000,15100,14500,14600,15400,16500,17600,16200,14600,12600,11700,11800,11400,13600,12200,10700,10400,12900,13200,13200,13500,15400,15500,16400,17800,20000,22600,21900,23500,23000,22100,23500,22400,22200,23200,21400,21000,20100,17600,16800,17300,16800
Israel,5940,6530,7330,7630,8480,12200,12800,12900,13000,13900,15600,15300,15900,18600,18400,18400,18500,18800,20100,19900,19900,19900,20400,18300,15500,16000,17000,17500,20200,21300,24800,24100,27400,27600,29900,30400,29400,30100,29000,28300,29200,30600,28200,30800,24500,23600,25700,25200,29200,27200,28100,28000,35200,24000,22000
Italy,61400,72600,91100,107000,122000,134000,156000,169000,182000,199000,225000,240000,254000,274000,273000,252000,267000,256000,267000,277000,271000,259000,247000,246000,233000,232000,236000,243000,248000,253000,253000,256000,259000,259000,255000,265000,261000,262000,261000,251000,251000,247000,248000,245000,237000,229000,224000,216000,205000,189000,179000,175000,154000,151000,144000
Jamaica,1360,2020,2020,2300,3930,2840,3340,3700,3670,4070,4770,5540,6080,8090,7400,7980,7100,7280,8970,8420,8380,7330,6110,6310,5010,4920,4430,5230,4350,6510,7180,7430,7300,7630,7830,8770,9250,9660,9250,9530,9860,10200,9700,10100,10100,9920,11000,9260,9720,7240,6820,7260,6890,7440,6730
Japan,80700,108000,122000,151000,179000,201000,226000,283000,334000,402000,503000,553000,612000,652000,636000,607000,645000,669000,652000,680000,631000,591000,567000,560000,569000,530000,541000,537000,585000,616000,661000,651000,679000,660000,695000,691000,694000,676000,656000,662000,661000,637000,641000,641000,627000,625000,597000,586000,554000,506000,510000,526000,536000,514000,489000
Jordan,664,869,931,1080,1090,1270,1400,1250,1270,1520,1370,1450,1590,1900,1930,2210,2680,2880,3360,3480,4270,5380,5900,6730,7360,7530,8390,8530,8400,8270,9490,9120,10500,10100,11200,11400,12000,12300,12800,12800,13700,13900,14700,15200,14600,15900,14600,14400,12900,12900,14000,18300,20900,19200,22200
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68700,48700,46600,33900,24700,30500,28000,22100,22400,29200,27100,23600,33900,28100,31900,42600,35000,27700,47400,37600,32400,47500,32300
Kenya,2140,2140,2330,2570,2530,2080,2310,2330,2440,2720,2470,3070,3370,3330,4350,4410,3950,4320,4630,4570,5520,5640,3960,3780,3420,3120,3280,4270,3870,4240,4670,3780,4370,5290,5540,6410,8070,7270,9130,9260,9670,8540,6970,5680,6450,7170,8050,8160,8420,10300,9700,10200,9290,9800,10300
Kiribati,,7.33,11,18.3,18.3,11,11,22,33,11,22,29.3,25.7,36.7,33,33,33,22,22,25.7,29.3,29.3,25.7,22,22,22,18.3,22,22,22,22,22,25.7,29.3,29.3,29.3,33,25.7,29.3,29.3,29.3,25.7,40.3,40.3,44,62.3,69.7,51.3,55,40.3,62.3,62.3,62.3,62.3,62.3
Kuwait,6000,8100,11700,14100,4350,13200,11300,2030,726,1570,279,345,1030,1650,1750,2050,4390,4230,5280,4340,6510,11000,10400,9880,15700,16200,20000,15200,16400,15800,35200,8690,12400,17400,22900,35100,30300,35100,32100,36000,31300,36300,38800,37300,39000,44900,45900,48100,54400,61800,60100,56600,65900,61800,58500
